区分,曲名,アーティスト,年,根拠,曲ページ,紹介文
B 秋に合う,結婚するって本当ですか,南こうせつ,1974,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=kousetsu-minami&song=kekkon-surutte-hontou-desuka,ダ・カーポのカバーとしても有名。切ない恋心の揺れを繊細な歌声で表現する。
B 秋に合う,帰り道,南こうせつ,1975,帰り道,https://joy-relief-station.lovable.app/cover-guide?artist=kousetsu-minami&song=kaerimichi,見慣れた帰り道を歌っているだけなのに、なぜか自分の記憶の方が呼び起こされる。
B 秋に合う,It Wouldn't Have Made Any Difference,Todd Rundgren,1972,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=tod-rundgren&song=it-wouldnt-have-made-any-difference,切ないメロディが胸を打つ、初期の瑞々しい感性が凝縮された失恋バラード。
B 秋に合う,Pink Moon,Nick Drake,1972,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=nicholas-drake&song=pink-moon,究極の孤独と美学。ギター一本で描く、静かなる宇宙。
B 秋に合う,リンゴ,吉田拓郎,1972,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=tatsuro-yamashita-legacy&song=rinkai-gakko,繊細な指弾きギターにのせ、切ない恋心を等身大の言葉で綴る名曲。
B 秋に合う,Look on Down from the Bridge,Mazzy Star,1996,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=mazzy-star&song=look-on-down-from-the-bridge,メランコリーが極限まで高まった、静かな熱量を感じる名曲。
B 秋に合う,This Will Be Our Year,The Zombies,1968,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=the-zombies&song=this-will-be-our-year,跳ねるピアノとホーンが祝福する、美しくも切ない永遠の愛のアンセム。
B 秋に合う,Waterloo Sunset,The Kinks,1967,夕暮れ,https://joy-relief-station.lovable.app/cover-guide?artist=the-kinks&song=waterloo-sunset,夕暮れ時の情緒を感じる傑作。英国的なサイケポップの極致。
B 秋に合う,The Killing Moon,Echo & the Bunnymen,1984,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=echo-and-the-bunnymen&song=the-killing-moon,ネオサイケ最大の美曲。夜の静寂を切り裂くようなギターの美学。
B 秋に合う,Riders on the Storm,The Doors,1971,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=the-doors&song=riders-on-the-storm,雨音から始まるジャジーな終幕。静かな狂気を孕んだ名演です。
B 秋に合う,Sunday Morning,The Velvet Underground,1967,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=the-velvet-underground&song=sunday-morning,サイケの静かな幕開け。浮遊感に満ちた究極のドリーム・ポップ。
B 秋に合う,Old and Wise,The Alan Parsons Project,1982,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=the-alan-parsons-project&song=old-and-wise,深く静かな歌声が心に染み入る、哀愁に満ちたバラードの名曲。
B 秋に合う,Don't Answer Me,The Alan Parsons Project,1984,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=the-alan-parsons-project&song=dont-answer-me,60年代風のウォール・オブ・サウンドを再現した、ポップで切ないメロディの名曲。
B 秋に合う,Crystal Silence,Chick Corea,1973,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=chick-corea&song=crystal-silence,澄み切った静寂を描き出す、瑞々しくも静かな名演。
B 秋に合う,Folhetim,Gal Costa,1978,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=gal-costa&song=folhetim,ブラジル夜の風情。彼女の最も官能的で美しい歌唱のひとつ。
B 秋に合う,Você É Linda,Caetano Veloso,1983,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=caetano-veloso&song=voc-e-linda,甘く切ない究極のラブソング。カエターノの知性が光る美旋律。
B 秋に合う,Broad As It Is Long,バーリン顿・リーヴィ,1980,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=barrington-levy&song=broad-as-it-is-long,切ないメロディと唯一無二のハイトーン・スキャットが響き渡る初期の傑作。
B 秋に合う,Sitting & Watching,デニス・ブラウン,1980,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=dennis-brown&song=sitting-and-watching,スライ＆ロビーによる重厚なリズムと心に響く切ないメロディが胸を打つ。
B 秋に合う,Night Nurse,グレゴリー・アイザックス,1982,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=gregory-isaacs&song=night-nurse,「不眠の名曲」。甘く切ないボーカルが夜の孤独に溶け込む傑作。
B 秋に合う,Love is Overdue,グレゴリー・アイザックス,1974,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=gregory-isaacs&song=love-is-overdue,初期のラヴァーズ・ロック路線の至宝。切ない男心に寄り添う一曲。
B 秋に合う,It Must Be Love,マッドネス,1981,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=madness&song=it-must-be-love,切ないメロディをスカで包んだ名曲。サビの幸福感は唯一無二。
B 秋に合う,つぐない,テレサ・テン,1984,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=teresa-teng&song=tsugunai,荒木とよひさとのゴールデンコンビが放った、切ない恋の終わりの代表曲。
B 秋に合う,夜のつエリ一ポ一ト,テレサ・テン,1971,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=teresa-teng&song=夜のつエリ一ホ-一ト,
B 秋に合う,Habit,SEVENTEEN,2017,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=seventeen&song=habit,切ないボーカルチームの名曲。サビの突き抜けるような高音ボイスが胸を打つ。
B 秋に合う,Haru Haru,BIGBANG,2008,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=bigbang&song=haru-haru,ピアノの旋律が泣かせる、初期BIGBANGを代表する切ない名曲。
B 秋に合う,Raver,Burial,2007,寂し,https://joy-relief-station.lovable.app/cover-guide?artist=burial&song=raver,祝祭の後の虚脱感。寂しげなハウスビートが胸を打ちます。
B 秋に合う,Everything You Do is a Balloon,Boards of Canada,1996,黄昏,https://joy-relief-station.lovable.app/cover-guide?artist=board-of-canada&song=everything-you-do-is-a-balloon,黄昏時の公園のようなノスタルジー。IDMを象徴する美しい旋律。
B 秋に合う,Right Here,Staind,2005,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=staind&song=right-here,切ないメロディが際立つ。失ったものへの後悔を歌い上げ、チャート首位を記録。
B 秋に合う,Miss You Love,Silverchair,1999,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=silverchair&song=miss-you-love,切ないメロディと不安定な心情を歌う歌詞が、多くの若者の共感を呼んだ名曲。
B 秋に合う,Miss You Love,Silverchair,1999,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=silverchair&song=miss-you-love-2,ラブソングの顔をしながら、芯にあるのは静かな怒り。だからこそ、聴き終えると涙腺がゆるむ。
B 秋に合う,What Became of the Likely Lads,The Libertines,2004,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=the-libertines&song=what-became-of-the-likely-lads,ピートとカールの崩壊していく関係性を皮肉たっぷりに描いた切ない名曲。
B 秋に合う,Made of Stone,The Stone Roses,1989,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=the-stone-roses&song=made-of-stone,切ないメロディとジョン・スクワイアによる流麗なギターソロが光る一曲。
B 秋に合う,So Young,Suede,1993,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=suede&song=so-young,切ないピアノから始まる、初期を象徴する刹那的な若者のアンセム。
B 秋に合う,No Aloha,The Breeders,1993,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=the-breeders&song=no-aloha,静かなアコースティックからノイジーなサビへ転換するダイナミズムが心地よい。
B 秋に合う,Mr. Jones,Counting Crows,1993,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=counting-crows&song=mr-jones,切ないメロディとどこか愛嬌のある歌唱。93年の大ヒット曲。
B 秋に合う,Silent All These Years,Tori Amos,1991,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=tori-amos&song=silent-all-these-years,静かなピアノが沈黙を破る叫びへと変わる、魂を揺さぶる一曲。
B 秋に合う,Good Fortune,PJ Harvey,2000,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=pj-harvey&song=good-fortune,MVは夜のロンドンを歩き通しで撮影。彼女が動くたび、15人の男性クルーが一斉に床へ伏せたという逸話つき。恋の追い風が吹く晴れやかなロック。
B 秋に合う,Corcovado (Quiet Nights of Quiet Stars),Stan Getz,1964,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=stan-getz&song=corcovado,夜の静寂を感じさせる抑揚を抑えたリード演奏が、都会的な哀愁を漂わせる
B 秋に合う,Corcovado (Quiet Nights of Quiet Stars),Antonio Carlos Jobim,1963,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=antonio-carlos-jobim&song=corcovado,夜の静寂を音にしたような、ジョビン独特のピアノと歌声。
B 秋に合う,It Might as Well Be Spring,Astrud Gilberto,1964,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=astrud-gilberto&song=it-might-as-well-be-spring,ゲッツのテナーサックスと溶け合う、甘く切ない春の調べ。
B 秋に合う,東京は夜の七時,バニラビーンズ,2011,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=the-vanilla-beans&song=tokyo-wa-yoru-no-7ji-vb,ピチカートの名曲を正統カバー。次世代へと繋ぐ渋谷の魂。
B 秋に合う,チョコミントフレーバータイム,バニラビーンズ,2012,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=the-vanilla-beans&song=chocola,切ないメロディが際立つ、活動中期のライブでも定番だった北欧ポップスの傑作。
B 秋に合う,大好きなだれかはいない,藤原ヒロシ,1994,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=hiroshi-fujiwara&song=daisuki-na-dareka-wa-inai,UAの声をサンプリングした郷愁を誘うメロディと切ないリフレインが胸を打つ。
B 秋に合う,シブヤ系から遠く離れて,カジヒデキ,1999,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=hiromatsushita-and-the-mantels&song=suddenly-sibylla,切ないメロディと疾走感、カジヒデキ流スウェディッシュポップの到達点。
B 秋に合う,よふかしのうた,Creepy Nuts,2019,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=creepy-nuts&song=yofukashi-no-uta,夜の解放感とどこか寂しい空気感を見事に描写した代表曲。
B 秋に合う,ひとりじゃない with,MONGOL800,2012,ひとり,https://joy-relief-station.lovable.app/cover-guide?artist=mongol800&song=ひとりし-ゃない-with,
B 秋に合う,もう恋なんてしない,槇原敬之,1992,寂し,https://joy-relief-station.lovable.app/cover-guide?artist=makihara-noriyuki&song=mou-koi-nante-shinai,失恋の寂しさから、少しずつ前を向く強さへと切り替わっていく歌詞を描いたラブソング。
B 秋に合う,超えろ。,槇原敬之,,静かな,https://joy-relief-station.lovable.app/cover-guide?artist=makihara-noriyuki&song=超えろ,正式な曲名は句点まで含めて「超えろ。」。言い切りの二文字と丸ひとつが、説教でも激励でもなく、静かな確信として背中に置かれる。
B 秋に合う,Fall,槇原敬之,,夜の,https://joy-relief-station.lovable.app/cover-guide?artist=makihara-noriyuki&song=fall,題名はあえて「Fall in love」にしなかった。人とふれあうことには不安もつきものだから、という理由がいい。会社を休みたい夜のディスコ調。
B 秋に合う,Can't Stop Fallin' in Love,globe,1996,切ない,https://joy-relief-station.lovable.app/cover-guide?artist=globe&song=can-t-stop-fallin-in-love,切ないメロディとKEIKOのハイトーンが響く、恋愛の葛藤を描いた名曲。
B 秋に合う,/ Can't Stop Fallin' in Love,globe,1996,暮れ,https://joy-relief-station.lovable.app/cover-guide?artist=globe&song=can-t-stop-fallin-in-love-2,ケイト・モスの写真アーカイブを眺めているときにサビの歌詞が浮かんだ。JR東日本「JR ski ski」のCM曲となり、その年の暮れにミリオンに届いた。
B 秋に合う,/ Perfume of love,globe,,余韻,https://joy-relief-station.lovable.app/cover-guide?artist=globe&song=perfume-of-love,題名の「Perfume」は、マーク・パンサーが「香水」ではなく「余韻」の意味で付けた。1番終わりのメロディはKEIKOの即興がそのまま採用されている。
